survey_year,country,industry,company_size,num_employees,annual_revenue_usd_millions,ai_adoption_rate,ai_maturity_score,years_using_ai,ai_budget_percentage,productivity_change_percent,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,employee_satisfaction_score,customer_satisfaction
2023,Netherlands,Finance,Enterprise,5302,7143.45,47.35,0.424,4,12.29,11.24,22.64,7.76,254,281,506,13.09,1.88,6.33,8.21
2023,Netherlands,Finance,Enterprise,5302,7143.45,46.64,0.566,2,16.58,15.46,22.51,6.04,149,256,731,9.36,8.17,6.75,6.36
2024,Netherlands,Finance,Enterprise,5302,7143.45,56.01,0.6,7,17.28,14.06,29.19,11.09,413,387,408,3.77,3.06,5.19,6.72
2024,Netherlands,Finance,Enterprise,5302,7143.45,37.6,0.329,7,8.3,10.01,30.14,8.19,463,257,412,-3.69,2.66,5.54,5.91
2024,Netherlands,Finance,Enterprise,5302,7143.45,55.75,0.52,4,9.85,20.95,36.02,12.54,442,337,437,4.28,7.5,5.95,8.54
2024,Netherlands,Finance,Enterprise,5302,7143.45,64.54,0.63,2,16.32,15.67,35.48,11.12,459,425,646,3.58,8.9,5.89,7.48
2025,Netherlands,Finance,Enterprise,5302,7143.45,58.93,0.488,5,14.2,8.76,36.56,8.64,422,378,605,1.99,6.72,5.89,5.65
2025,Netherlands,Finance,Enterprise,5302,7143.45,51.79,0.545,5,12.25,18.15,26.11,10.23,282,358,396,8.29,6.49,6.36,5.71
2025,Netherlands,Finance,Enterprise,5302,7143.45,56.43,0.555,3,16.69,21.15,27.48,8.32,411,343,572,11.6,5.52,5.21,7.54
2025,Netherlands,Finance,Enterprise,5302,7143.45,56.22,0.514,8,17.29,12.65,25.59,8.61,280,432,359,9.23,14.19,5.79,5.58
2026,Netherlands,Finance,Enterprise,5302,7143.45,59.45,0.61,10,19.56,20.03,24.52,7.16,328,342,471,7.94,9.73,6.48,7.26
2026,Netherlands,Finance,Enterprise,5302,7143.45,35.28,0.457,6,11.18,10.41,13.13,5.7,179,180,491,4.58,4.26,5.35,4.46
2026,Netherlands,Finance,Enterprise,5302,7143.45,45.35,0.476,3,8.74,9.85,30.22,6.06,378,288,696,-1.13,4.51,6.31,7.1
2026,Netherlands,Finance,Enterprise,5302,7143.45,67.24,0.587,8,17.17,17.32,29.81,9.01,269,359,573,14.3,11.95,5.53,6.6
2023,Italy,Healthcare,SME,983,260.33,33.12,0.309,5,5.74,2.92,13.62,7.65,24,43,89,-3.78,1.21,6.16,4.8
2023,Italy,Healthcare,SME,983,260.33,29.16,0.32,6,9.22,0.0,18.66,6.61,63,35,58,-3.88,7.73,4.5,3.77
2023,Italy,Healthcare,SME,983,260.33,21.59,0.271,4,8.66,2.23,27.36,9.3,61,35,46,2.1,6.85,4.45,3.31
2024,Italy,Healthcare,SME,983,260.33,12.49,0.151,3,5.07,4.57,5.59,1.59,21,14,7,7.9,0.0,5.44,5.0
2024,Italy,Healthcare,SME,983,260.33,19.05,0.238,3,5.72,4.24,0.0,0.0,0,22,41,12.28,3.62,4.87,4.54
2024,Italy,Healthcare,SME,983,260.33,12.11,0.126,2,2.14,3.01,12.56,3.44,32,13,31,3.75,0.63,3.41,5.71
2024,Italy,Healthcare,SME,983,260.33,42.88,0.446,4,12.4,12.85,25.66,8.56,52,63,68,9.5,0.53,5.9,5.81
2025,Italy,Healthcare,SME,983,260.33,28.66,0.224,6,3.81,3.64,23.08,6.88,42,32,28,-3.77,2.8,5.9,3.12
2025,Italy,Healthcare,SME,983,260.33,41.98,0.383,7,12.34,8.15,26.85,8.01,56,39,104,7.12,10.77,5.23,3.53
2025,Italy,Healthcare,SME,983,260.33,36.06,0.312,9,8.41,12.58,15.68,4.73,17,45,85,1.92,0.86,5.54,5.39
2025,Italy,Healthcare,SME,983,260.33,35.92,0.289,5,9.88,7.78,22.77,6.49,62,27,54,6.0,0.31,5.49,5.28
2026,Italy,Healthcare,SME,983,260.33,42.86,0.316,8,8.57,9.94,19.73,3.74,47,43,5,10.54,1.16,4.93,6.7
2026,Italy,Healthcare,SME,983,260.33,33.55,0.415,4,11.05,7.74,20.18,9.21,46,46,14,0.61,9.5,5.36,3.93
2026,Italy,Healthcare,SME,983,260.33,42.15,0.425,6,11.16,14.02,23.96,5.1,43,46,64,1.24,6.58,6.42,6.93
2023,Netherlands,Finance,Startup,78,33.03,59.97,0.59,7,9.52,24.79,33.09,10.16,6,7,10,11.18,6.49,6.94,7.45
2023,Netherlands,Finance,Startup,78,33.03,64.49,0.437,7,14.15,7.48,36.03,9.4,7,5,6,0.82,9.26,6.47,6.79
2023,Netherlands,Finance,Startup,78,33.03,49.04,0.351,2,12.41,10.23,40.27,10.35,6,4,4,-0.03,7.64,5.83,6.01
2024,Netherlands,Finance,Startup,78,33.03,48.12,0.572,8,13.74,15.13,13.51,3.44,3,4,8,6.75,3.28,5.94,4.97
2024,Netherlands,Finance,Startup,78,33.03,64.03,0.503,7,12.15,18.05,45.13,11.03,7,7,8,6.19,8.47,6.29,7.06
2024,Netherlands,Finance,Startup,78,33.03,52.36,0.374,4,12.73,14.62,43.92,15.6,8,5,7,16.39,11.31,6.9,7.03
2024,Netherlands,Finance,Startup,78,33.03,68.43,0.592,7,14.31,22.13,47.4,15.78,7,6,11,3.04,15.65,6.5,5.96
2025,Netherlands,Finance,Startup,78,33.03,50.33,0.416,8,13.64,10.78,35.03,9.47,6,5,9,3.95,9.54,5.22,4.54
2025,Netherlands,Finance,Startup,78,33.03,62.98,0.526,6,14.98,13.61,35.86,13.3,7,5,4,3.62,9.46,5.44,6.97
2025,Netherlands,Finance,Startup,78,33.03,43.29,0.367,7,13.45,14.04,16.74,6.28,3,4,7,6.14,1.29,5.01,5.53
2025,Netherlands,Finance,Startup,78,33.03,59.59,0.504,6,11.0,13.31,37.49,10.62,7,4,9,5.91,1.81,5.43,5.93
2026,Netherlands,Finance,Startup,78,33.03,56.83,0.381,7,14.02,12.78,30.24,9.49,6,6,5,2.67,2.95,6.03,6.22
2026,Netherlands,Finance,Startup,78,33.03,54.93,0.509,5,12.56,9.37,17.81,5.76,3,5,10,-5.0,0.86,6.82,6.32
2026,Netherlands,Finance,Startup,78,33.03,63.4,0.469,5,11.23,13.62,37.34,10.99,6,5,6,11.92,9.83,5.94,5.8
2023,South Africa,Education,SME,843,392.12,10.22,0.154,7,3.49,0.99,9.53,2.03,7,9,51,-2.75,2.07,5.43,4.6
2023,South Africa,Education,SME,843,392.12,37.03,0.441,2,10.74,14.43,17.95,8.5,27,33,70,3.42,1.6,5.98,6.26
2023,South Africa,Education,SME,843,392.12,31.46,0.32,7,6.24,15.39,12.84,3.28,17,30,84,13.13,0.0,5.02,5.13
2023,South Africa,Education,SME,843,392.12,5.95,0.115,0,5.98,0.0,4.39,2.08,19,11,0,-0.19,0.0,5.33,2.47
2024,South Africa,Education,SME,843,392.12,32.09,0.234,4,5.11,12.03,22.34,7.62,34,16,38,4.91,6.07,4.56,6.19
2024,South Africa,Education,SME,843,392.12,2.2,0.178,0,8.79,2.56,0.0,2.29,11,0,12,6.45,6.66,5.2,4.24
2024,South Africa,Education,SME,843,392.12,41.79,0.477,3,11.48,11.79,13.17,1.69,36,33,80,5.57,10.88,6.83,6.52
2025,South Africa,Education,SME,843,392.12,28.59,0.377,6,9.96,8.23,12.28,4.28,42,35,53,4.59,3.7,5.05,3.8
2025,South Africa,Education,SME,843,392.12,4.48,0.085,0,4.97,0.47,15.13,5.79,20,0,21,2.58,4.73,5.29,5.13
2025,South Africa,Education,SME,843,392.12,36.34,0.463,5,12.76,9.94,25.84,5.83,42,50,67,0.65,6.9,5.89,4.93
2025,South Africa,Education,SME,843,392.12,22.82,0.36,4,11.1,3.98,6.17,1.73,14,17,29,8.67,0.0,5.62,3.86
2026,South Africa,Education,SME,843,392.12,26.45,0.271,3,9.75,0.93,13.31,5.83,19,13,60,0.8,0.75,5.15,5.2
2026,South Africa,Education,SME,843,392.12,33.52,0.319,6,9.24,9.84,21.4,4.6,35,39,47,3.0,0.0,4.85,3.54
2026,South Africa,Education,SME,843,392.12,31.93,0.395,3,8.8,12.06,16.72,5.93,43,38,50,1.8,2.78,5.39,6.89
2026,South Africa,Education,SME,843,392.12,30.11,0.291,7,9.17,8.83,20.67,8.49,36,41,36,-2.08,6.27,6.96,4.46
2023,Poland,Finance,SME,488,321.97,49.73,0.337,5,11.29,12.2,28.24,10.56,24,27,28,9.55,2.05,4.44,6.65
2023,Poland,Finance,SME,488,321.97,40.0,0.305,3,4.19,8.94,17.17,5.11,13,30,36,14.49,1.44,5.81,4.7
2023,Poland,Finance,SME,488,321.97,52.99,0.547,3,10.92,13.98,30.7,11.98,27,31,25,-5.0,10.4,7.01,4.33
2023,Poland,Finance,SME,488,321.97,47.36,0.372,6,10.74,8.9,28.92,9.89,30,29,40,5.25,8.66,5.56,4.58
2024,Poland,Finance,SME,488,321.97,59.85,0.355,2,10.9,13.86,29.13,12.43,35,32,22,16.92,7.35,6.23,6.22
2024,Poland,Finance,SME,488,321.97,47.98,0.589,5,13.56,11.2,20.77,4.02,22,28,67,4.78,3.83,5.44,5.43
2024,Poland,Finance,SME,488,321.97,48.94,0.39,5,8.08,14.13,18.63,4.45,22,29,42,7.71,0.37,5.94,7.4
2024,Poland,Finance,SME,488,321.97,55.87,0.468,4,9.27,6.72,17.87,6.12,18,35,24,9.09,9.3,4.67,4.64
2025,Poland,Finance,SME,488,321.97,44.0,0.419,9,8.02,7.7,10.91,5.03,10,25,45,2.42,3.98,5.03,5.02
2025,Poland,Finance,SME,488,321.97,60.5,0.503,5,12.84,11.64,31.05,9.91,31,34,74,14.3,6.06,6.84,5.05
2025,Poland,Finance,SME,488,321.97,72.93,0.682,8,21.61,16.06,24.55,5.57,17,41,77,8.63,0.0,4.95,6.72
2025,Poland,Finance,SME,488,321.97,50.88,0.409,7,16.75,6.63,20.59,5.55,18,32,34,5.54,1.99,7.0,4.69
2026,Poland,Finance,SME,488,321.97,56.79,0.414,6,11.71,7.07,29.89,6.45,39,29,33,6.44,7.83,6.16,5.75
2026,Poland,Finance,SME,488,321.97,62.42,0.677,3,15.0,22.61,25.91,8.94,28,32,67,10.73,4.67,7.69,4.96
2026,Poland,Finance,SME,488,321.97,62.78,0.454,10,7.34,11.05,36.79,7.26,29,36,65,6.57,4.98,5.75,5.83
2026,Poland,Finance,SME,488,321.97,49.76,0.492,3,13.35,9.41,8.64,5.21,8,28,39,7.16,5.6,5.22,4.09
2023,USA,Healthcare,Startup,72,42.34,9.93,0.105,0,4.75,4.77,7.58,0.88,1,1,2,2.13,0.5,5.16,5.31
2023,USA,Healthcare,Startup,72,42.34,24.04,0.175,7,3.61,3.9,18.93,7.27,4,2,2,-2.54,1.39,4.67,5.33
2023,USA,Healthcare,Startup,72,42.34,23.72,0.246,7,3.94,0.0,7.53,3.69,2,1,4,7.62,0.0,6.76,4.68
2023,USA,Healthcare,Startup,72,42.34,20.0,0.176,2,9.89,8.68,14.71,3.3,3,3,0,1.81,4.98,5.98,6.63
2024,USA,Healthcare,Startup,72,42.34,25.82,0.231,3,4.31,0.0,13.36,3.09,1,2,2,0.21,0.0,5.52,6.03
2024,USA,Healthcare,Startup,72,42.34,26.02,0.308,3,6.29,9.05,15.13,5.46,3,2,4,2.39,9.93,5.71,4.16
2024,USA,Healthcare,Startup,72,42.34,25.75,0.108,3,1.6,0.0,3.14,0.78,2,2,4,-2.1,0.0,4.26,4.69
2024,USA,Healthcare,Startup,72,42.34,36.12,0.248,5,7.2,3.29,18.18,1.47,3,3,4,1.74,4.77,5.61,3.61
2025,USA,Healthcare,Startup,72,42.34,15.01,0.187,3,3.87,0.0,0.0,1.28,2,1,2,-1.78,1.16,5.53,4.55
2025,USA,Healthcare,Startup,72,42.34,28.35,0.294,4,10.02,11.12,21.45,5.88,3,3,5,3.86,0.89,5.31,6.23
2025,USA,Healthcare,Startup,72,42.34,36.45,0.229,7,9.78,6.18,10.46,1.88,1,3,3,1.51,0.0,4.69,6.21
2025,USA,Healthcare,Startup,72,42.34,20.64,0.3,6,8.7,11.74,12.03,5.39,2,1,2,3.85,5.12,5.46,5.75
2026,USA,Healthcare,Startup,72,42.34,30.14,0.239,6,7.0,7.99,20.02,4.8,1,3,5,-5.0,4.79,4.92,5.12
2026,USA,Healthcare,Startup,72,42.34,31.1,0.198,9,3.83,1.89,22.86,5.25,4,3,4,-1.5,6.73,4.13,5.39
2026,USA,Healthcare,Startup,72,42.34,18.13,0.243,3,6.97,6.03,5.6,2.86,2,2,2,4.91,5.83,5.16,5.13
2026,USA,Healthcare,Startup,72,42.34,45.23,0.297,3,7.84,4.53,18.92,4.2,3,4,4,8.55,4.56,5.08,5.5
2023,Canada,Agriculture,Startup,25,18.79,21.18,0.127,2,4.56,2.22,16.76,4.54,0,1,1,2.81,5.02,4.97,4.91
2023,Canada,Agriculture,Startup,25,18.79,49.09,0.423,4,12.24,12.79,33.41,11.43,2,2,2,3.07,7.39,5.73,3.99
2023,Canada,Agriculture,Startup,25,18.79,30.67,0.174,7,6.96,10.08,15.25,3.17,1,1,1,2.16,6.42,4.97,5.23
2023,Canada,Agriculture,Startup,25,18.79,22.88,0.246,5,5.78,2.78,6.92,3.38,0,1,2,-4.63,3.95,6.43,4.35
2024,Canada,Agriculture,Startup,25,18.79,16.42,0.13,5,2.1,2.33,0.84,0.91,0,0,0,-4.14,0.0,5.63,4.05
2024,Canada,Agriculture,Startup,25,18.79,22.41,0.157,4,4.21,2.84,5.14,0.14,0,1,1,5.15,6.25,4.87,5.55
2024,Canada,Agriculture,Startup,25,18.79,28.25,0.362,4,9.64,2.92,8.32,1.72,1,1,1,7.92,1.95,5.0,4.78
2025,Canada,Agriculture,Startup,25,18.79,38.34,0.317,7,4.15,5.63,17.11,6.25,1,1,1,12.04,1.25,5.2,4.95
2025,Canada,Agriculture,Startup,25,18.79,23.01,0.174,5,7.91,4.9,13.8,2.87,0,1,1,8.44,5.84,5.25,6.46
2025,Canada,Agriculture,Startup,25,18.79,15.45,0.16,9,7.77,0.0,16.47,3.54,1,0,1,-1.86,3.75,4.84,3.64
2026,Canada,Agriculture,Startup,25,18.79,14.27,0.297,9,9.77,6.63,11.85,4.38,1,0,1,0.28,5.24,5.73,5.68
2026,Canada,Agriculture,Startup,25,18.79,22.31,0.131,9,6.1,0.82,12.29,4.5,1,1,0,5.46,1.21,4.42,4.27
2026,Canada,Agriculture,Startup,25,18.79,35.39,0.24,5,6.95,14.5,29.76,7.69,2,1,1,8.88,6.38,3.95,5.96
2023,Kenya,Education,Enterprise,12238,9025.42,43.49,0.484,3,9.9,9.1,31.39,11.54,710,691,1240,8.21,0.79,6.28,4.42
2023,Kenya,Education,Enterprise,12238,9025.42,43.97,0.378,3,7.62,6.11,29.16,9.38,890,809,327,-0.01,3.82,5.05,5.82
2023,Kenya,Education,Enterprise,12238,9025.42,53.02,0.532,4,13.99,14.75,35.04,10.27,1135,979,413,13.92,3.91,5.46,5.98
2024,Kenya,Education,Enterprise,12238,9025.42,34.95,0.45,2,11.75,16.18,17.47,5.43,437,453,1276,6.21,2.51,5.87,6.04
2024,Kenya,Education,Enterprise,12238,9025.42,36.92,0.405,1,11.34,5.38,8.32,5.23,330,503,1160,-3.06,9.54,5.6,4.78
2024,Kenya,Education,Enterprise,12238,9025.42,52.64,0.557,2,14.43,15.37,13.77,1.38,520,739,1233,12.36,7.37,7.28,6.65
2024,Kenya,Education,Enterprise,12238,9025.42,39.29,0.413,3,9.89,15.79,23.21,7.06,484,415,1219,2.66,1.36,6.27,6.74
2025,Kenya,Education,Enterprise,12238,9025.42,50.55,0.556,2,15.0,16.47,20.55,7.21,373,832,914,7.12,4.79,5.71,5.54
2025,Kenya,Education,Enterprise,12238,9025.42,44.4,0.594,5,15.97,14.23,27.97,8.31,826,678,1593,8.31,4.04,6.17,4.92
2025,Kenya,Education,Enterprise,12238,9025.42,46.61,0.445,5,10.56,7.0,16.5,7.4,282,729,1158,4.32,0.0,5.52,6.17
2025,Kenya,Education,Enterprise,12238,9025.42,43.83,0.426,5,12.8,11.43,20.19,10.05,570,651,549,7.63,4.7,5.24,4.75
2026,Kenya,Education,Enterprise,12238,9025.42,24.6,0.24,5,6.68,6.93,8.16,0.93,223,353,1052,6.84,3.19,5.54,5.22
2026,Kenya,Education,Enterprise,12238,9025.42,51.25,0.487,6,13.97,16.14,32.67,7.76,685,836,1455,-1.54,8.33,5.76,6.77
2026,Kenya,Education,Enterprise,12238,9025.42,51.43,0.409,6,12.22,18.25,26.51,8.06,920,890,680,10.5,3.4,5.18,5.73
2026,Kenya,Education,Enterprise,12238,9025.42,34.46,0.428,7,13.84,8.43,19.28,7.45,167,482,727,7.17,12.68,5.02,4.87
2023,USA,Education,Startup,69,9.79,16.82,0.115,2,4.52,2.24,18.25,5.77,3,2,3,0.91,0.47,5.57,4.96
2023,USA,Education,Startup,69,9.79,0.0,0.129,0,1.82,0.84,0.91,0.0,1,0,0,5.25,0.0,4.51,5.56
2023,USA,Education,Startup,69,9.79,21.51,0.119,5,3.25,13.03,8.41,4.37,2,2,4,13.23,0.0,5.17,5.34
2024,USA,Education,Startup,69,9.79,10.12,0.139,2,8.7,0.0,15.39,5.92,3,1,2,-5.0,1.69,5.81,4.51
2024,USA,Education,Startup,69,9.79,7.48,0.076,0,4.96,0.0,0.0,0.0,0,1,1,-5.0,1.51,5.18,4.4
2024,USA,Education,Startup,69,9.79,0.19,0.06,0,3.71,2.83,7.83,0.73,1,0,4,-2.93,1.15,5.16,4.24
2024,USA,Education,Startup,69,9.79,12.1,0.158,3,6.3,7.14,11.52,2.31,0,2,2,-0.33,0.0,5.88,4.39
2025,USA,Education,Startup,69,9.79,19.37,0.188,7,5.11,8.29,11.8,3.73,2,2,5,7.24,7.55,6.31,4.98
2025,USA,Education,Startup,69,9.79,32.49,0.284,8,5.23,1.56,13.92,3.9,2,2,5,-0.48,3.58,4.56,4.27
2025,USA,Education,Startup,69,9.79,27.4,0.239,7,5.02,5.41,22.95,5.84,3,2,3,-1.02,11.93,5.58,4.66
2026,USA,Education,Startup,69,9.79,23.39,0.317,4,6.63,9.69,21.21,7.3,3,3,6,4.63,2.92,5.64,5.44
2026,USA,Education,Startup,69,9.79,15.78,0.185,9,0.66,2.93,0.0,3.17,0,1,3,2.33,0.0,4.15,3.78
2026,USA,Education,Startup,69,9.79,0.0,0.093,0,0.0,0.31,0.0,0.0,0,0,2,2.97,0.0,5.15,4.57
2026,USA,Education,Startup,69,9.79,28.79,0.258,9,5.93,8.59,22.62,2.7,4,3,2,-0.09,6.1,4.79,4.08
2023,Thailand,Education,Enterprise,17133,4835.58,43.05,0.462,2,10.94,6.1,12.6,2.01,294,564,2099,14.35,5.03,5.07,6.4
2023,Thailand,Education,Enterprise,17133,4835.58,38.66,0.435,6,9.51,11.51,11.43,6.11,414,1072,1599,11.56,0.0,4.66,8.0
2023,Thailand,Education,Enterprise,17133,4835.58,42.61,0.361,3,9.83,10.37,12.59,4.62,562,808,1144,16.28,2.43,5.65,5.49
2023,Thailand,Education,Enterprise,17133,4835.58,34.71,0.351,4,7.85,8.64,22.13,7.05,533,607,1400,0.47,0.82,5.45,5.53
2024,Thailand,Education,Enterprise,17133,4835.58,38.7,0.417,6,9.72,15.53,20.42,6.99,876,798,1947,6.48,1.43,6.23,5.8
2024,Thailand,Education,Enterprise,17133,4835.58,47.94,0.566,5,12.23,13.8,28.36,8.36,970,1183,1728,7.65,11.96,6.01,4.32
2024,Thailand,Education,Enterprise,17133,4835.58,48.93,0.479,8,14.78,9.93,20.95,5.38,816,976,1568,2.59,9.06,6.94,4.3
2024,Thailand,Education,Enterprise,17133,4835.58,39.07,0.324,6,6.43,5.22,22.47,7.33,738,657,807,9.03,4.46,6.77,5.4
2025,Thailand,Education,Enterprise,17133,4835.58,60.06,0.534,7,15.69,13.98,23.33,7.35,671,1159,1432,14.57,9.5,5.87,5.44
2025,Thailand,Education,Enterprise,17133,4835.58,55.31,0.532,9,16.6,20.43,25.66,6.12,913,1088,880,10.66,8.23,6.14,5.75
2025,Thailand,Education,Enterprise,17133,4835.58,48.81,0.395,6,13.22,12.34,34.95,10.35,1476,677,1561,3.03,0.0,5.03,5.31
2025,Thailand,Education,Enterprise,17133,4835.58,51.64,0.509,9,15.37,14.17,26.51,4.52,884,1075,708,5.7,8.16,4.61,5.31
2026,Thailand,Education,Enterprise,17133,4835.58,47.8,0.512,7,14.6,20.32,26.92,7.18,1029,1166,1943,9.17,6.43,5.73,7.07
2026,Thailand,Education,Enterprise,17133,4835.58,40.97,0.518,6,15.02,18.88,27.63,7.93,638,797,2446,9.48,5.57,6.59,6.07
2026,Thailand,Education,Enterprise,17133,4835.58,50.91,0.431,3,14.08,6.55,23.77,8.56,662,1031,807,4.55,7.04,7.31,6.24
2026,Thailand,Education,Enterprise,17133,4835.58,37.1,0.359,6,7.95,2.0,18.83,10.36,930,552,1087,2.92,5.18,5.36,4.83
2023,Spain,Consulting,SME,365,171.28,54.63,0.475,5,12.45,10.89,26.43,9.63,19,23,39,11.42,4.1,5.9,4.65
2023,Spain,Consulting,SME,365,171.28,28.84,0.255,2,8.0,11.24,11.57,4.91,12,13,15,1.84,2.02,5.37,4.48
2023,Spain,Consulting,SME,365,171.28,49.37,0.48,6,10.08,19.78,23.83,8.73,16,25,37,9.25,6.77,5.52,7.0
2024,Spain,Consulting,SME,365,171.28,49.09,0.414,5,10.82,4.12,17.63,5.48,9,24,34,-5.0,5.85,5.73,5.54
2024,Spain,Consulting,SME,365,171.28,33.22,0.342,4,10.64,12.14,23.99,6.09,23,18,19,14.06,11.96,5.57,6.86
2024,Spain,Consulting,SME,365,171.28,35.04,0.301,4,5.84,8.53,14.09,5.84,11,17,21,-2.09,8.39,4.65,4.79
2024,Spain,Consulting,SME,365,171.28,35.36,0.462,3,9.69,10.28,20.12,6.41,24,15,40,9.03,6.59,6.65,3.63
2025,Spain,Consulting,SME,365,171.28,49.42,0.54,8,11.41,19.94,24.87,6.67,12,20,37,0.86,7.64,5.78,6.34
2025,Spain,Consulting,SME,365,171.28,37.89,0.237,9,7.43,10.9,14.51,2.62,12,13,23,0.95,4.1,5.04,6.63
2025,Spain,Consulting,SME,365,171.28,31.1,0.43,4,12.87,13.79,20.37,6.82,9,13,22,15.54,7.33,6.07,5.32
2026,Spain,Consulting,SME,365,171.28,42.95,0.423,6,12.06,4.03,12.37,7.91,12,16,39,1.24,5.23,6.44,6.5
2026,Spain,Consulting,SME,365,171.28,45.46,0.392,7,10.76,16.09,30.32,7.08,17,23,32,5.24,7.43,5.45,5.73
2026,Spain,Consulting,SME,365,171.28,36.92,0.379,3,6.09,7.54,15.89,8.01,9,14,33,4.8,2.8,5.12,5.3
2026,Spain,Consulting,SME,365,171.28,41.74,0.401,4,11.57,12.8,19.62,5.63,17,15,38,8.29,4.4,6.09,5.55
2023,UK,Technology,Enterprise,13723,6791.96,32.22,0.204,5,6.16,10.25,16.31,4.46,135,430,500,-0.33,6.28,5.78,5.79
2023,UK,Technology,Enterprise,13723,6791.96,22.66,0.277,3,11.46,6.63,12.15,5.02,353,334,725,0.94,2.48,5.21,5.03
2023,UK,Technology,Enterprise,13723,6791.96,16.78,0.308,3,9.54,2.08,8.05,4.86,59,478,1204,1.86,2.2,5.68,3.69
2023,UK,Technology,Enterprise,13723,6791.96,31.91,0.382,4,10.89,9.51,15.57,5.6,271,470,805,-1.17,2.9,5.69,5.41
2024,UK,Technology,Enterprise,13723,6791.96,24.17,0.475,6,8.88,11.14,15.43,6.54,543,546,1303,5.42,3.68,5.52,6.64
2024,UK,Technology,Enterprise,13723,6791.96,33.08,0.313,5,6.98,8.94,27.21,8.34,955,484,805,-5.0,8.93,3.95,3.83
2024,UK,Technology,Enterprise,13723,6791.96,37.0,0.422,7,15.29,9.36,22.37,7.03,937,597,1109,6.92,3.02,4.03,4.25
2025,UK,Technology,Enterprise,13723,6791.96,39.98,0.398,3,10.59,6.9,21.46,7.5,723,632,1584,-3.4,1.2,4.85,5.49
2025,UK,Technology,Enterprise,13723,6791.96,41.92,0.483,7,11.87,16.77,18.74,4.59,426,842,1288,3.54,5.9,7.03,6.53
2025,UK,Technology,Enterprise,13723,6791.96,27.35,0.396,2,10.4,10.64,2.0,0.0,0,473,474,17.55,0.0,6.21,5.36
2025,UK,Technology,Enterprise,13723,6791.96,40.72,0.517,2,15.8,14.36,28.88,8.53,805,772,1047,-1.22,8.16,7.25,6.41
2026,UK,Technology,Enterprise,13723,6791.96,23.34,0.313,9,7.6,6.87,8.17,3.83,190,455,1330,5.14,0.0,5.93,4.93
2026,UK,Technology,Enterprise,13723,6791.96,40.47,0.428,3,12.33,11.42,33.21,13.6,1068,598,873,1.26,8.66,5.52,5.96
2026,UK,Technology,Enterprise,13723,6791.96,36.8,0.42,6,14.34,17.62,15.28,8.3,550,562,1325,13.23,0.93,4.86,7.44
2023,Spain,Technology,SME,200,250.76,27.59,0.219,3,7.32,0.68,16.72,6.57,5,8,3,12.14,2.62,6.34,4.22
2023,Spain,Technology,SME,200,250.76,45.4,0.432,5,12.32,17.7,23.42,5.83,9,7,13,-0.03,1.11,6.11,6.79
2023,Spain,Technology,SME,200,250.76,31.61,0.364,7,6.64,7.68,7.1,5.41,7,6,15,4.15,3.29,5.75,5.17
2023,Spain,Technology,SME,200,250.76,41.95,0.317,5,9.43,5.65,23.08,6.45,12,12,13,6.21,2.23,4.49,3.3
2024,Spain,Technology,SME,200,250.76,37.56,0.343,2,10.52,4.7,22.38,5.76,8,8,18,1.11,7.65,4.68,4.53
2024,Spain,Technology,SME,200,250.76,51.27,0.396,3,12.33,12.77,25.58,5.71,6,12,18,9.23,3.58,6.25,5.68
2024,Spain,Technology,SME,200,250.76,48.74,0.429,5,11.97,5.78,23.51,5.44,11,12,20,-1.27,6.58,6.48,3.73
2024,Spain,Technology,SME,200,250.76,40.84,0.475,4,11.63,9.57,10.12,4.75,3,8,13,7.79,4.16,5.92,7.13
2025,Spain,Technology,SME,200,250.76,58.87,0.447,3,14.92,13.2,35.49,8.23,19,13,24,5.27,5.73,4.8,5.91
2025,Spain,Technology,SME,200,250.76,52.06,0.527,9,14.87,22.95,29.68,7.18,15,13,14,6.75,7.59,5.69,5.67
2025,Spain,Technology,SME,200,250.76,46.29,0.353,3,13.18,6.44,14.84,5.38,7,9,6,5.34,0.0,7.12,5.42
2025,Spain,Technology,SME,200,250.76,50.65,0.488,8,10.57,19.97,24.51,7.03,13,12,21,11.96,4.29,6.17,6.0
2026,Spain,Technology,SME,200,250.76,37.63,0.487,3,11.94,12.75,21.64,4.4,12,9,12,9.34,10.31,6.13,6.01
2026,Spain,Technology,SME,200,250.76,42.59,0.468,9,11.83,11.1,21.16,7.85,7,9,15,9.06,12.26,6.46,5.88
2026,Spain,Technology,SME,200,250.76,55.25,0.437,5,14.75,14.0,27.71,8.01,14,13,16,12.48,4.83,5.07,6.03
2026,Spain,Technology,SME,200,250.76,55.88,0.589,9,11.54,7.55,33.15,8.34,14,12,37,6.21,8.16,7.0,4.93
2023,USA,Agriculture,SME,899,214.4,52.74,0.536,5,15.08,14.58,21.69,7.72,38,61,115,18.86,8.22,6.01,6.69
2023,USA,Agriculture,SME,899,214.4,51.62,0.446,6,13.0,13.18,28.94,10.07,50,61,74,10.61,11.06,6.2,5.98
2023,USA,Agriculture,SME,899,214.4,35.33,0.279,2,9.44,9.95,11.6,0.05,28,27,49,2.7,0.0,6.32,5.46
2024,USA,Agriculture,SME,899,214.4,29.0,0.23,5,10.96,2.76,15.62,7.28,29,28,23,9.19,5.9,4.39,4.64
